% 2013-11-12 21:26:09.004000
% {
%   "maps": [
%     "normalize_date",
%     "day_and_time",
%     "calculate_traffic"
%   ],
%   "filters": [
%     "has_weather"
%   ],
%   "attributes": [
%     [
%       "hour",
%       "hour",
%       "NOMINAL"
%     ],
%     [
%       "day",
%       "day",
%       "NOMINAL"
%     ],
%     [
%       "weather",
%       "weather.current_observation.weather",
%       "NOMINAL"
%     ],
%     [
%       "weekend",
%       "weekend",
%       "NOMINAL"
%     ],
%     [
%       "traffic_level",
%       "traffic_level",
%       "NUMERIC"
%     ]
%   ]
% }

@RELATION 'TrafficData'

@ATTRIBUTE 'hour' {'0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23'}
@ATTRIBUTE 'day' {'0', '1', '2', '3', '4', '5', '6'}
@ATTRIBUTE 'weather' {'Mostly-Cloudy', 'Shallow-Fog', 'Clear', 'Overcast', 'Rain', 'Scattered-Clouds', 'Haze', 'Fog', 'Partly-Cloudy'}
@ATTRIBUTE 'weekend' {'False', 'True'}
@ATTRIBUTE 'traffic_level' 'NUMERIC'

@DATA
15,0,Partly-Cloudy,False,0.100966183575
15,0,Clear,False,0.350279329609
16,0,Clear,False,0.148674242424
16,0,Clear,False,0.422018348624
17,0,Clear,False,0.400451212634
18,0,Clear,False,0.767571329158
18,0,Clear,False,1.22905759162
18,0,Clear,False,0.794539249147
18,0,Clear,False,0.929056138186
18,0,Clear,False,0.765944997074
19,0,Clear,False,0.712523133868
19,0,Clear,False,1.16448516579
19,0,Clear,False,1.98217179903
20,0,Partly-Cloudy,False,0.387415175817
21,0,Clear,False,0.314620604565
21,0,Clear,False,1.24475890985
5,1,Clear,False,1.33733733734
6,1,Clear,False,0.676097560976
7,1,Partly-Cloudy,False,0.239024390244
8,1,Clear,False,1.10916628282
8,1,Clear,False,0.333978702807
9,1,Clear,False,0.472773862908
11,1,Partly-Cloudy,False,0.338804713805
11,1,Partly-Cloudy,False,0.458809617659
12,1,Partly-Cloudy,False,0.261363636364
12,1,Partly-Cloudy,False,0.404808829326
13,1,Scattered-Clouds,False,0.177374852188
13,1,Partly-Cloudy,False,0.25462962963
14,1,Clear,False,0.0518378887842
14,1,Scattered-Clouds,False,0.197860962567
15,1,Clear,False,0.916266300618
17,1,Clear,False,0.641943734015
17,1,Partly-Cloudy,False,0.92310522443
17,1,Clear,False,0.362676056338
18,1,Partly-Cloudy,False,1.39256806475
18,1,Clear,False,0.775884665793
18,1,Partly-Cloudy,False,0.385403329065
18,1,Clear,False,1.9165085389
18,1,Clear,False,1.19327217125
18,1,Clear,False,0.898643256185
18,1,Clear,False,1.34090909091
18,1,Partly-Cloudy,False,1.87718309859
19,1,Clear,False,0.465733235077
19,1,Clear,False,0.96406357982
19,1,Clear,False,1.1825095057
19,1,Clear,False,0.579121789561
19,1,Clear,False,1.19886363636
19,1,Clear,False,2.15774647887
19,1,Clear,False,0.350832266325
19,1,Clear,False,0.168658698539
19,1,Clear,False,0.201655379985
19,1,Clear,False,0.251893939394
21,1,Clear,False,0.113143631436
23,1,Clear,False,0.203725961538
2,2,Clear,False,0.0973899493572
3,2,Clear,False,0.118036618621
4,2,Clear,False,0.107128944293
6,2,Clear,False,0.109067850349
6,2,Clear,False,0.233289646134
7,2,Scattered-Clouds,False,0.547387887194
7,2,Scattered-Clouds,False,0.867105263158
8,2,Scattered-Clouds,False,0.841886269071
9,2,Mostly-Cloudy,False,0.701663798049
9,2,Scattered-Clouds,False,0.596370463079
9,2,Scattered-Clouds,False,0.811444652908
9,2,Mostly-Cloudy,False,0.792520035619
10,2,Clear,False,0.591858037578
10,2,Mostly-Cloudy,False,0.286544046467
10,2,Clear,False,1.07195571956
10,2,Mostly-Cloudy,False,0.239816408491
11,2,Scattered-Clouds,False,0.161512027491
11,2,Mostly-Cloudy,False,0.104549854792
12,2,Mostly-Cloudy,False,0.163915765509
12,2,Mostly-Cloudy,False,0.125429553265
16,2,Overcast,False,0.918784530387
16,2,Clear,False,0.0919651500484
16,2,Overcast,False,2.23453996983
17,2,Mostly-Cloudy,False,0.51546961326
17,2,Mostly-Cloudy,False,0.722627737226
18,2,Clear,False,0.856718634001
18,2,Clear,False,1.77292929293
18,2,Clear,False,0.555923777962
18,2,Clear,False,0.760416666667
18,2,Clear,False,0.516968325792
19,2,Clear,False,0.182909265482
19,2,Clear,False,0.198144466534
19,2,Overcast,False,0.270822138635
21,2,Mostly-Cloudy,False,0.0707257072571
21,2,Mostly-Cloudy,False,0.273426237386
21,2,Clear,False,0.101328086572
22,2,Mostly-Cloudy,False,0.16722729457
22,2,Mostly-Cloudy,False,0.0965559655597
23,2,Overcast,False,0.185968284479
5,3,Mostly-Cloudy,False,0.0324272770625
6,3,Scattered-Clouds,False,0.201239866476
7,3,Clear,False,0.651525904897
7,3,Mostly-Cloudy,False,0.410604192355
7,3,Mostly-Cloudy,False,0.211343686698
8,3,Clear,False,0.128367670365
8,3,Mostly-Cloudy,False,0.501113585746
8,3,Clear,False,0.595774647887
8,3,Clear,False,0.393310265283
9,3,Mostly-Cloudy,False,0.975663716814
9,3,Mostly-Cloudy,False,0.681190681622
9,3,Mostly-Cloudy,False,0.460717009916
9,3,Clear,False,1.33172302738
10,3,Overcast,False,0.143658326143
10,3,Overcast,False,0.089590443686
12,3,Mostly-Cloudy,False,0.191507077435
12,3,Scattered-Clouds,False,0.275590551181
12,3,Clear,False,0.211360634082
14,3,Partly-Cloudy,False,0.160652920962
16,3,Scattered-Clouds,False,0.389529724933
17,3,Scattered-Clouds,False,0.430192962543
17,3,Clear,False,0.907536907537
18,3,Haze,False,1.09931245225
18,3,Scattered-Clouds,False,0.221160409556
18,3,Scattered-Clouds,False,0.53751399776
18,3,Scattered-Clouds,False,0.863562091503
19,3,Clear,False,0.257321171387
19,3,Partly-Cloudy,False,0.28025477707
20,3,Partly-Cloudy,False,0.232408325074
22,3,Clear,False,0.0889589905363
22,3,Clear,False,0.0858934169279
23,3,Partly-Cloudy,False,0.0695856137608
0,4,Partly-Cloudy,False,0.155590304926
1,4,Partly-Cloudy,False,0.17200938233
2,4,Clear,False,0.0750728862974
2,4,Mostly-Cloudy,False,0.145072992701
3,4,Scattered-Clouds,False,0.16544738323
3,4,Mostly-Cloudy,False,0.0127456186936
3,4,Scattered-Clouds,False,0.0374087591241
4,4,Mostly-Cloudy,False,0.176086956522
5,4,Overcast,False,0.108843537415
5,4,Overcast,False,0.081954887218
7,4,Mostly-Cloudy,False,0.354797166774
8,4,Fog,False,0.908270676692
9,4,Fog,False,0.443113772455
9,4,Overcast,False,0.0
9,4,Fog,False,0.0
9,4,Scattered-Clouds,False,0.0751010976314
10,4,Fog,False,0.286257124763
10,4,Haze,False,0.708356702187
11,4,Partly-Cloudy,False,0.267265581134
11,4,Partly-Cloudy,False,0.460490463215
13,4,Clear,False,0.286869464767
14,4,Clear,False,0.519051042416
15,4,Clear,False,0.38820992092
15,4,Partly-Cloudy,False,0.353783231084
15,4,Clear,False,0.474118529632
15,4,Partly-Cloudy,False,0.225677031093
16,4,Clear,False,0.263157894737
17,4,Partly-Cloudy,False,1.43616371411
18,4,Clear,False,1.54601648352
18,4,Clear,False,0.42125984252
19,4,Clear,False,0.230035756853
19,4,Clear,False,0.441643323996
19,4,Clear,False,1.39444444444
19,4,Clear,False,0.335138387485
19,4,Clear,False,0.729464002537
19,4,Clear,False,0.427419354839
20,4,Clear,False,0.56862745098
20,4,Clear,False,0.633529411765
1,5,Clear,True,0.174780526736
2,5,Clear,True,0.0576587070472
2,5,Clear,True,0.142281105991
3,5,Shallow-Fog,True,0.0886130136986
3,5,Clear,True,0.0838672102504
4,5,Clear,True,0.0308734939759
5,5,Clear,True,0.101656626506
6,5,Clear,True,0.0730421686747
7,5,Partly-Cloudy,True,0.129283489097
8,5,Clear,True,0.109444444444
9,5,Partly-Cloudy,True,0.0858725761773
9,5,Partly-Cloudy,True,0.0823305889804
11,5,Clear,True,0.262935586061
12,5,Clear,True,0.210615471485
13,5,Partly-Cloudy,True,0.0481651376147
13,5,Partly-Cloudy,True,0.130333951763
13,5,Clear,True,0.216463414634
14,5,Mostly-Cloudy,True,0.0794178794179
14,5,Clear,True,0.150588235294
14,5,Partly-Cloudy,True,0.110129564193
14,5,Partly-Cloudy,True,0.203003625065
14,5,Partly-Cloudy,True,0.173933209647
14,5,Partly-Cloudy,True,0.441196013289
14,5,Partly-Cloudy,True,0.557534906115
14,5,Clear,True,0.173882681564
21,5,Partly-Cloudy,True,0.259417808219
15,5,Partly-Cloudy,True,0.107837687604
15,5,Partly-Cloudy,True,0.18599257885
15,5,Mostly-Cloudy,True,0.070783847981
15,5,Clear,True,0.079418344519
15,5,Partly-Cloudy,True,0.46158008658
15,5,Mostly-Cloudy,True,0.0723492723493
16,5,Clear,True,0.235237638022
16,5,Scattered-Clouds,True,0.106029106029
16,5,Clear,True,0.138562091503
17,5,Clear,True,0.103087388802
18,5,Partly-Cloudy,True,0.199565217391
18,5,Clear,True,0.398716773602
18,5,Clear,True,0.413396127682
18,5,Scattered-Clouds,True,1.33480176211
19,5,Scattered-Clouds,True,0.681718061674
19,5,Clear,True,0.391418105704
19,5,Partly-Cloudy,True,0.124195380538
19,5,Clear,True,0.0747967479675
20,5,Clear,True,0.0867095797047
20,5,Scattered-Clouds,True,0.522026431718
20,5,Scattered-Clouds,True,0.773116438356
20,5,Clear,True,0.157723577236
20,5,Clear,True,0.0875521143538
8,6,Fog,True,0.134175217048
8,6,Clear,True,0.121578947368
8,6,Overcast,True,0.0574521232306
10,6,Haze,True,0.152799257655
10,6,Clear,True,0.240310077519
11,6,Clear,True,0.117943548387
11,6,Clear,True,1.40697674419
11,6,Clear,True,0.0433168316832
12,6,Clear,True,0.123355263158
12,6,Clear,True,0.121683440073
12,6,Clear,True,0.206295032234
13,6,Partly-Cloudy,True,0.211081794195
14,6,Partly-Cloudy,True,0.597073170732
15,6,Partly-Cloudy,True,0.16607523066
15,6,Partly-Cloudy,True,0.123543123543
16,6,Partly-Cloudy,True,0.0950226244344
16,6,Clear,True,0.114186851211
18,6,Scattered-Clouds,True,0.234011627907
19,6,Scattered-Clouds,True,0.730515191546
20,6,Partly-Cloudy,True,0.396501457726
6,0,Overcast,False,0.302836230558
7,0,Mostly-Cloudy,False,0.150119617225
7,0,Haze,False,0.364135407136
8,0,Haze,False,0.196007259528
8,0,Overcast,False,0.149019607843
9,0,Clear,False,0.00795002839296
13,0,Overcast,False,0.122448979592
14,0,Clear,False,0.117937853107
16,0,Haze,False,0.427707531611
16,0,Mostly-Cloudy,False,1.53679175865
17,0,Mostly-Cloudy,False,0.565891472868
20,0,Mostly-Cloudy,False,0.628498727735
21,0,Clear,False,0.114393125671
7,1,Overcast,False,0.442898550725
7,1,Overcast,False,0.0829159710629
7,1,Mostly-Cloudy,False,0.276702508961
10,1,Mostly-Cloudy,False,0.545313309166
15,1,Mostly-Cloudy,False,0.116102683781
%
%
%
